plaintext,ciphertext,key,cipher_type
juikdzfw daxpvskrgt ,ffiwnvqw pktaveunrt ,wlamk,Vigenère
uxwarjkx yraflmbilpq,adcgxpqd exglrshorvw,6,Caesar
yohgjlxyrxcdcwbwyutw,wqrgnjlwxlozoadaweta,"(11, 18)",Affine
xktcqtqndtcpygnlxts ,jwdksdshfdkxeqhrjdi ,"(21, 20)",Affine
hcvqnqaxdfy fus knky,upidadnkqsl shf xaxl,None,ROT13
 kdplpeaoftteuonqjtw,ycunwcoddqixeitgjnnk,lsryl,Autokey
he orwqlctsdzszhiosj,kt eozvuiasncsckbesg,xjintqpkbgruwhelvosafyzdmc,Substitution
mypdvt sntpjupkqqsgd,pbsgyw vqwsmxsnttvjg,3,Caesar
ipapjcpgdwbofojaevhr,iajpdbfjehppcgwooavr,2,Rail Fence
xkfvqavinufcter qkpj,xfqvnftrqpkvaiuce kj,2,Rail Fence
knjbfqedicizgtbqffuw,knupzarmjhydjbdyelnx,aalou,Autokey
vmwqsqtiourhhzlmocvu,ywzwxlfeemhapnfdvjuf,dkdgf,Autokey
rva gnmgwucjptzpiahe,iez tmntdfxqkgakrzsv,None,Atbash
rhawpgszhknkmgybi lw,shlduxzzdztclnioszru,balhf,Autokey
nouqhxolwlgidlsfydfk,mlfjsclodotrwohubwup,None,Atbash
pmhlyurwydm ijaxqoji,spkobxuzbgp lmdatrml,"(1, 3)",Affine
akkbrcl hdmfttmxaarj,ommtvyr xdwnffwzoovh,"(5, 14)",Affine
gfvgkmhphqcxqjplvloy,tsitxzucudpkdwcyiybl,None,ROT13
 xhdkhkmwwmstvtojjxk, kxnidxcguifjfrkwzhi,nqkyw,Vigenère
hlegybpsb ddpzag aej,uyrtlocfo qqcmnt nrw,None,ROT13
gdblpjjuaxelhwvqniwj,sgnmfvmgbnqotxlcquxz,mdmbq,Vigenère
vminbsnvbbaznwto spf,ruasyzsryyxwslcg zji,xymvqipdaftbusgjnezckrlhow,Substitution
okgv zakgajfceoqoup ,bxti mnxtnwsprbdbhc ,None,ROT13
rivihebux xvhphknrfq,zcpclmnyx xplrlkjzdi,"(17, 22)",Affine
getcugsxydpajafm hyy,uihwauofypjkzkbe nyy,"(19, 10)",Affine
jbf pzaljxxwqufn lue,wos cmnywkkjdhsa yhr,None,ROT13
znmmnqonguelrxezikpy,tcjlipbzshuzedydtbmc,upxzv,Autokey
svehvdagnsoqaxmsuhwk,cforfnkqxcyakhwcergu,10,Caesar
sqcktntsciloqgmcndml,xvhpysyxhnqtvlrhsirq,5,Caesar
xqlcscghfwqacotuyrhc,dxhcbzwshosgjtpkytvv,ghwaj,Autokey
 rsyqmmhcyhhptvfvwkt, ubrnllctrccgiwowdxi,"(7, 5)",Affine
xl iwlyvwxrv hzphdb ,co rdobedcie sakswy ,None,Atbash
rolkscrqvaa eyqoltg ,xjvhetfbfsceutqoyxed,gvkxm,Autokey
wamlgwdyqwxyrxjggjyv,dznotdwbjdcbicqttqbe,None,Atbash
gs tzlxbkjxap omytal,lb xzqckojcfy smdyjp,fjeaf,Vigenère
qmz wgpdanrqgltybodd,zobgqwbcnjxfjlgpruow,jcctu,Autokey
 exnuwvkyjhcdvezdlex, vcmfdepbqsxwevawovc,None,Atbash
buxtamadloekbtlnehfz,babfumdkthzxaleleton,4,Rail Fence
dqqjasbpmzztqcedioby,wjjqzhyknaagjxvwrlyb,None,Atbash
cbwcvfdyzdnrdqee bvw,vupvoywrswgkwjxx uop,19,Caesar
hsurxhsygwrrpsl cgtl,jmfqsoksxtyjnyhetvlw,culzv,Autokey
enqjsyzbgtjiflkpp lp,radwflmotgwvsyxcc yc,None,ROT13
xgnibkvsrvmshqlvngrx,ktavoxifeizfudyiatek,None,ROT13
beeujcbtcurscqolneul,asflmdfxwdttvsicfgkz,zobrd,Autokey
tptdrgwvwrbvbziumuxl,okoymbrqrmwqwudphpsg,21,Caesar
guvpijeiazxheivnucqm,geequjihicmviaxvupzn,4,Rail Fence
ezaldhgwuqvfmmyrhrqw,euhzwqrragvyqlhfmwdm,5,Rail Fence
qe dmhjucwferfxigtqi,xgzbjxnhfimnlhtnkkvf,hcmyx,Autokey
qnzjrgqd mswuowvsiky,acnxywdcwdymxbinocyu,kpooh,Autokey
gr bcestfewhnttbdqzg,ri qupdkuwhseilmohoy,lrpsl,Vigenère
irrtilcdghspypuobg o,boovbakyxrwzizdumx u,jmkyfqxrbhtacnuzeowvdplsig,Substitution
 ucmmcczoln dizykfll, xfooffvzqp glvcrbqq,kmfgebyslhrqopzindtwxjaucv,Substitution
txorubnurlcchsipif o,aevybiubysjjozpwpm v,7,Caesar
tpiptxbrojgiangyepjg,gcvcgkoebwtvnatlrcwt,None,ROT13
u giiaql saqcdiahvdd,tfdghudrvaagnqaaxxgl,zsxyz,Autokey
oubgqqiftvscblytwpzk,bhotddvsgifpoylgjcmx,None,ROT13
dhqgys s tuwvx cizdm,laodlvuitrmjnkgweuaz,ityxn,Autokey
dbtjmsfxssrljwdlldmi,dmsjlbjsxslwlditfrdm,3,Rail Fence
wuawgnlszbfiezldoygh,ubgunmkeadyxpakvqznh,gdrvpynhxsiktmqowcelbfujza,Substitution
 jryujk  xjwnogwhzlq, ccwzgd  ihbkhrumweb,tlyfx,Vigenère
whyppycmgyjcfdjapdgi,snuvvuwazurwdortvozk,tqwomdznkrylajevibcpxfshug,Substitution
vwyresjlnnleniqptujm,msitbnureerbewaojfup,xlcqbhykwudrpegoatnjfmsviz,Substitution
 db bhieicoqvbocucex, zj jfauaewmnjweseud,"(21, 14)",Affine
nwcre hsjyyprnspigyz,mdxiv shqbbkimhkrtba,None,Atbash
fbwjxux eerxpllhmwdx,femb ehwwxrldjuxlxxp,5,Rail Fence
kzhbzaf mvsjttxgasvz,fwmawli jovqkksxlvow,"(15, 11)",Affine
ltojkwjponhgvcoqcs j,oglqpdqklmstexljxh q,None,Atbash
mzvoztjqrnyvzenazbnj,zmibmgwdealimranmoaw,None,ROT13
febrlggbaodxaaijrqhv,uvyiottyzlwczzrqijse,None,Atbash
vncyeiqajtnlhezdtxkt,ocjbindkxtcsaiwmtzrt,kyjmifvanxrsuclqdpgthoezbw,Substitution
scxyinazegv jzpwbgok,siejbcynzg zwgkxavpo,3,Rail Fence
bxo cuauk xtvcawci c,rxe wimik xdnwmswa w,"(5, 12)",Affine
jxmxjgfnrnkdwoqpqzhd,ukdkuligsgxchjpmpqoc,"(3, 19)",Affine
mzbfapetzvtybsblaubv,vunevyzfyqctnrwuvgaq,jvmzv,Vigenère
ecsx udkbxumwyb tsnr,qkgv mnihvmosyh jgrd,"(3, 4)",Affine
lqkbsltwjwin qkujhhm,lsj jqblwwnquhmktikh,3,Rail Fence
zhdyvmrjlbknzrpjlqbv,aswbeniqoypmaikqojye,None,Atbash
uejkfvlcuyy adamupfh,hrwxsiyphll nqnzhcsu,None,ROT13
qfudabktxygmfddoyvop,afknmvybluoqfnniutir,"(9, 12)",Affine
dymzhpllrzykkkwpbdwg,qlzmucyyemlxxxjcoqjt,None,ROT13
x yynxifzizujgafzenc,e otuzpvupbbzbhhguij,hqvhc,Vigenère
qlakaayvfpgmrwzhmmgp,vdhjhhwmgqlcifzbcclq,hnaexglbkpjdctoqviyurmfswz,Substitution
kpvtvhfzrzqdnlaswbxj,vuyoygwseszmkaxjdciq,"(5, 23)",Affine
u gxlrn nwhkmwrrpsm ,t wyjxf fmnurmxxplr ,hieosawnbkujrfzpcxldtgmyvq,Substitution
xsenlrygqjvmnmutkdxg,xynxsrgmmdgelqvuknjt,4,Rail Fence
l odozylsenwuommudrb,a dsdonahtcljdbbjsgq,15,Caesar
anjtzvxycmdw wufbvpz,uhjrbdpigozw wklndtb,"(19, 20)",Affine
 pc xq  kcrxeeyt vxm, cx krey xp q cxetvm,2,Rail Fence
rjvfwavgufosarkovpgn,iqeudzetfulhziplektm,None,Atbash
aygkdrufevwldfbxyduw,caimftwhgxynfhdzafwy,2,Caesar
 ouklmsdzltniwwpdgjh, dgqwrpskwlcaxxosbni,jthszvbianqwrcdofuplgmxeyk,Substitution
qknndznlvcgkjrnhmfeu,kehhxthfpwaedlhbgzyo,20,Caesar
tejwdefadu tekus hup,enllmxjjzxryenofglej,ljcpj,Autokey
ckimhbjzvwolkszsryap,vokfuunbojhpmlmlvatc,tectn,Vigenère
ajnbpfnmjxjbayowbtkg,jcqwjfwzkmoomhlfctiu,jtdvu,Autokey
qimugyadoikckjarnxfs,aecyswinoequqxitvdzm,"(19, 8)",Affine
lyktnktndfjlobctupls,lndouytknflbtpsktjcl,3,Rail Fence
cbf knffnnscfrmcrzzn,ejp qbppbbcephgehttb,"(21, 14)",Affine
lafzozuxeddfjbwustch,ozualafcvwwuqydfhgxs,None,Atbash
sxbijdpb qagsyabjlpz,spspxdbgylzbj aajiqb,4,Rail Fence
wwxoklrvgnthossfywge,zzbmgqjkvpsymeetizvo,whfrotvyuxgqlpmadjesnkzbic,Substitution
tpdhqxuejpaikeyrozoa,gcqudkhrwcnvxrlebmbn,None,ROT13
ngunoyktuojfcrbubzwa,mtfmlbpgflquxiyfyadz,None,Atbash
zmz myjdizttcuq lbxa,odbrlxvcvlrcfcpgedrq,prcez,Autokey
kkzbqiheegttbsnzutlt,ddsujbaxxzmmulgsnmem,19,Caesar
iomdfxhisoloanxllroz,vbzqskuvfbybnakyyebm,None,ROT13
lmo eascplmgveucwjpb,vko umwqdvkypuaqerdb,"(15, 12)",Affine
 pgrn fvjcszqmpuxbdw, ylsa gqxojubnypvcdk,wcodrglhtxiznaeybsjmpqkvfu,Substitution
loqriykgbfcnaharyanx,ybdevlxtospanunelnak,None,ROT13
xikxuwwxmveumfvmvvua,nqasqmenhruccarcdlpw,qiqvw,Vigenère
nq eqbilplvlndzpkjgb,kp vpqtywygykcewfmhq,"(19, 23)",Affine
ggwlinaqewopyqpbcsnf,zyyrwtgmpebpoulprqdu,tscgo,Autokey
cvsupsgntjj mrvmpfna,ctpvnjmfsgjvnus rapm,5,Rail Fence
qrhiewqmbrku mjtfpqb,jisrvdjnyipf nqgukjy,None,Atbash
hphm livqbsdgusufycw,ucuz yvidofqthfhslpj,None,ROT13
buwstzrnwfon xirvtmq,ohjfgmeajsba kveigzd,None,ROT13
wvzshmrfryjgrimdqjhv,mlpixchvhozwhyctgzxl,16,Caesar
yd hisfzvbyrnyrxlruu,gd lauhvnzgfxgfrtfyy,"(15, 10)",Affine
ahhjzuvvexgzollzii j,hooqgbcclengvssgpp q,7,Caesar
jawztltrcmqffj idzrz,wrbjoykwmhdwkt dqqwj,nrfkv,Vigenère
endhjum lbware myryo,kvdftso hpgixk ouxuc,"(7, 8)",Affine
exdcclbiqwsxxzytmdgj,jzgmdpylsydyfpuljafh,fcdkb,Autokey
ezrqtutqbyqiflylwutc,skyqdiexbietmlizhbtm,olhak,Vigenère
cgnqqixqaostgqliyuay,dlukrkddqeaqwqzaraqj,bfhub,Autokey
jdzybkkxwa iygbkpdzo,qwabyppcdz rbtypkwal,None,Atbash
jvpjs pqhpcadutmrvup,vntrx bilxhmvybrdnyx,mseif,Vigenère
tncyy btxnsxitrbsnbx,vcjdm diesgzxawpucic,cphfo,Vigenère
tucpjitetnnancuwvoji,ntoyzcsqcdhzzlkquasy,uzmjq,Vigenère
gojdfrlsyqaukczjtutn,tbwqseyfldnhxpmwghga,None,ROT13
atxcsxnweugofgshhwsi,maettjudvvsvmxttodjj,mhhrb,Vigenère
yjcftpmvcbfymjiywtx ,mimaadlfxitxwepmvds ,ozkvh,Vigenère
bshtubiwobcpkrvhxhkn,bikksbwprhnhuocvxtbh,4,Rail Fence
kvsvaobhhgys csjfyvj,ducpdywzcgmtujyhxlxb,tzkud,Autokey
deyvwxvspt p g innpb,qrlijkifcg c t vaaco,None,ROT13
jjorxugtdux iwjvikrj,rrmjdguhxgd serfsqjr,"(25, 0)",Affine
slblznritmotrvsltkoo,fyoymaevgzbgeifygxbb,None,ROT13
andpyymliyqgwfulbwgr,ayiwbnpylygflwrdmqug,3,Rail Fence
ydkynmgnjveyjqtsiwei,mrymbaubxjsmxehgwksw,14,Caesar
edobadcdpytkyiuyjied,hdrjmgcgxkwkbqgbjlmp,dadim,Vigenère
pwc rpgouqtutaxgsaaa,cjp ectbhdghgnktfnnn,None,ROT13
uxviwwrudcwqmadkfgvn,gaietiuhzzitzwawitrk,mdnwx,Vigenère
mtiqzizisvf kzwydmwu,vrduqdqdcsj oqyihvyb,twmhejnfdxoavkpgulcrbsyziq,Substitution
e tshhxxffcwir bu za,nznwflkqxmjtfwsdqvqn,jmuey,Autokey
ehsqqembzckqsurnbtii,dmjnndfgecinjvzagqtt,wgcodlkmtsirfaubnzjqvxhype,Substitution
ujuxfjr yixtunwkxfsv,fqfcuqi brcgfmdpcuhe,None,Atbash
dopcfrjc osduhnycsfu,wlkxuiqx lhwfsmbxhuf,None,Atbash
baz o lnxxvic yozvdg,yza l omccerx blaewt,None,Atbash
ubwdyhw unfbhuenfm m,slaerbxjxlmxuorsgthq,ykebt,Autokey
yjdkrokbkeeeh dniiji,nlbqymteuvsoixhrmpwl,pcygh,Autokey
fckulxtupyqzvijdtrao,uwjhrmntceftuvpsnqnu,puzng,Vigenère
rmbmo cvfvpajygdmmsw,ezozb pisicnwltqzzfj,None,ROT13
ugjrwrnidbuknyiefhmt,uhylvltruxlxvbjypukb,abpuz,Autokey
qwantvadiuqqywvfcdtf,qicwdufdaaqvtnvqwfty,5,Rail Fence
dtkhmefznaduqhqgweyh,hxolqijdrehyulukaicl,4,Caesar
hqcgsh wvlgroxhbniry,gpbfrg vukfqnwgamhqx,25,Caesar
cikhupyiyuszyfoijgnn,pvxuhclvlhfmlsbvwtaa,None,ROT13
lzuyekxipzht dvbodql,ysaigcewzsnv foxrfmy,kxpfgqhnwbcydtrzmulvaojeis,Substitution
zxdu zgbsgufsyasozpb,ljpg lsnesgrekmealbn,12,Caesar
yqziwviazayhpdflc jv,phqznmzrqrpyguwct am,17,Caesar
mmgwxcbkuaimchrvqdys,eeyoputcmsaeuzjnivqk,18,Caesar
dmwpqlrmqolrikhnrnyq,wndkjoinjloirpsmimbj,None,Atbash
csxgjpykoxfadvsufvqg,sajupfqwyjnezvaonvmu,"(7, 4)",Affine
wpimzjksvhfzkp qiclb,jcvzmwxfiusmxc dvpyo,None,ROT13
hfivwdgibpogrmlecjyj,liozvbjorktjucxywaea,hrwbyijloagxcmtksunpfzvdeq,Substitution
awowuiljzsojjgyvpgp ,azpwjsvgoloypwijg uj,5,Rail Fence
hbtqsevghcfolkkkfuui,sygjhvetsxulopppuffr,None,Atbash
sttwdv ngbgjvcroxc z,sfqtmv zdypjhzoxxo w,amxxj,Vigenère
jyqsgbcsjlggrlbplccs,qbjhtyxhqottioykoxxh,None,Atbash
rusdagmugvycxsovoqbx,ifhwztnftebxchleljyc,None,Atbash
nngxzninmfgbdjomumhv,nidhnnnbjmvgzmgouxfm,4,Rail Fence
syjtlppimvmpttgsyyvg,hbqgokkrnenkggthbbet,None,Atbash
xyelzllftgrmnawopewu,ezvmummqylihcpjxsvjt,"(21, 15)",Affine
gtvihkttaojxyry q by,huwjiluubpkyzsz r cz,1,Caesar
pcneflfckqlxaskvyygh,cparsyspxdyknfxilltu,None,ROT13
bsnw shdfqyucctfnhry,yhmd hswujbfxxgumsib,None,Atbash
s ufobkxupbixwvelscn,m jynjemnojcmpumfhvm,uptzi,Vigenère
yiplibqxaxhhgnlowxbw,yawixxoxpqhlblbhnwig,5,Rail Fence
 ofsefuxyucmxqewhirj, luhvufcbfxncjvdsriq,None,Atbash
emfbzwxgg zhdbavxqvl,ygzvtqraa tbxvuprkpf,20,Caesar
hzfxxtokwimguvappype,spqmxanptffueribvske,lqlpa,Autokey
iugoogmjbiplagj fzam,rftlltnqyrkoztq uazn,None,Atbash
csiscuzfijirthcgligq,pfvfphmsvwveguptyvtd,None,ROT13
i qannalxww ezxbagbz,v dnaanykjj rmkontom,None,ROT13
ugezryemzvgrwl pxmns,frpkcjpxkgrchw aixyd,11,Caesar
gjezqaxdftgjixxdtrjx,twrmdnkqsgtwvkkqgewk,None,ROT13
wdir brvbzgtltwibtlz,vytg bgobcwfnfvtbfnc,sbxykuwatijnrzqhmgdfpovelc,Substitution
ydej stqjtm n ihazdg,y jnadjsqt  hzgetmid,3,Rail Fence
h izclelpeijxppquldu,s raxovokvrqckkjfowf,None,Atbash
qpdftomz wpbp iv bgo,uwschzet awmw kb mfz,dmxsycfnkvjrelzwuoqhibagpt,Substitution
rckkxgtkcgczlgihzlhy,epxxktgxptpmytvumyul,None,ROT13
bkd ozkhdmbwry  jxbu,fwu tmoturoadp  okfg,emrfn,Vigenère
ie jdpgwanjtqzhnbwwd,aq mtdyiddxlccxbtizt,smdqo,Vigenère
hsdfwwxlxyoudqnqowyz,gdaqjjemezxtancnxjzu,"(21, 15)",Affine
kbjgfb yttjdegxufqum,k eubbydgqmjftjxfgtu,4,Rail Fence
jzwyocwfgrh nsnowtaf,xiitjlvbefjjsyevjgss,ojmvv,Autokey
udgzwajjafsgstoezbeq,mvyrosbbsxkyklgwrtwi,18,Caesar
kmjrqeoplpigogdnsaoa,xrlwboaycfmudrsvyoud,nfcfl,Autokey
oshyzldgjj k imy   p,zehkqzvnhiyntrvlxavb,lmamr,Autokey
lhfvddyyjyqotkkljgew,zbzxcofdebtmrtibxzog,ouucz,Autokey
peatohxpiwokdjxaqkpe,pxdpehpkjkeaoioxqtwa,4,Rail Fence
lzbmqnexnprcaimqjekp,vhfuqtcjtrpegyuqxcwr,"(25, 6)",Affine
hkwfauhicjeo gbjvnmr,himavlhbntdp ugteywo,vgnfdauhbtixwypzsorqlemjck,Substitution
cjsctpzcaxqexattpwuf,szisjfpsqngunqjjfmkv,16,Caesar
rhtgcwrdguumjfax hgf,brdqmgbnqeewtpkh rqp,"(1, 10)",Affine
xazrkergormaww zpipg,czaipvitlinzdd akrkt,None,Atbash
trphbogdqfrdb uyzfej,tbqbzrhodfd yfjpgrue,3,Rail Fence
gflyboqffakwhklsbkkq,tsylobdssnxjuxyfoxxd,13,Caesar
zbfskdwyooqp sokwukr,ayuhpwdblljk hlpdfpi,None,Atbash
umxrbehrwayqpybkiofe,uhpfmerqyoexbwybirak,4,Rail Fence
odlpkpnnwaugeizrkmld,bqycxcaajnhtrvmexzyq,None,ROT13
nus essrbcjedmwiot p,kcb sbbiqoysumhnga z,eqousvxjnyrpmkgzlibacdhtwf,Substitution
bspkyvcbhbnrkdtynpir,yhkpbexysymipwgbmkri,None,Atbash
opuxtauyqpydsivnlvgc,tmplgojsniyxqyklonox,fxvon,Autokey
fjmpwtl y ltdqtvqeky,fmwlyldtqkjpt  tqvey,2,Rail Fence
niueqvfqbpwjvtoktqfk,nfvfivqjtqkuqbwotepk,4,Rail Fence
ym rswvgrmrxvtemneyp,ek ocwbeowrdtqomtcvz,gyxka,Vigenère
rpffvnrhfmiujsmzruuv,ikuuemisunrfqhnaiffe,None,Atbash
kiknlvohhuzdlithijwi,pdpuiqnkkxomidekdwjd,"(19, 7)",Affine
nchbzpfsuwuefjoqlydp,wfiuysmzvrvbmehdanqs,"(11, 9)",Affine
vbmgipbgdukwt achqln,eyntrkytwfpdg zxsjom,None,Atbash
tqbucmigvguchsbpedsw,tveqggpdbiubsumcswch,5,Rail Fence
zddtxawiufhxbiizduov,zwbodaixiuvdxuhidtfz,4,Rail Fence
dobtxcwxrzjmitihwtgo,qvfhkobkegrjmhmzbhuv,sfoqcwuzmrxtjivpyedhnabklg,Substitution
aisfjzknasxlpblyjuij,nvfswmxanfkycoylwhvw,None,ROT13
mrgitqhigwunkxwyn rl,wbqsdarsqgexuhgix bv,10,Caesar
eakcsmbflrvwjdizkocc,xneosgakwvblrjpzetoo,naojxkycprewgitdqvsfhblumz,Substitution
x iflphccvqfqlefxbfo,c ruoksxxejujovucyul,None,Atbash
uvaiueivxszoqjbgzhac,uxzvvsghaizbaieojcuq,5,Rail Fence
bnlcktknn bodpggbayl,wigxfofii wjykbbwvtg,21,Caesar
cbcnakwgpazskuprvors,ccawpzkpvrbnkgasuros,2,Rail Fence
 iefykmqqeuohgjvgmva, qgiqevmemujvfkogayh,5,Rail Fence
arxrolxcxyswhcqarpzc,vcorrlozomdtjzosnwbs,vlrad,Autokey
unqcrmamxtpbkmsklhhj,kdgshcqcnjfraciabxxz,16,Caesar
csoxkgiuwxrk snkvpex,kprvxofxukzh vlxdmhv,ixdyn,Vigenère
ekxwcsufufdadzjufntr,rxkjpfhshsqnqmwhsage,None,ROT13
lhyhppgnk   gc ovcbf,jfwfnneli   ea mtazd,24,Caesar
vrepvgyzjvhbz pbgffp,okxiozrscoaus iuzyyi,19,Caesar
hfewkkluytxbqosd pxl,tymvlwecxujuyntp ifk,mtizb,Vigenère
dxagzojqszxoxofz wei,djxexoqoowiazsxf gzz,4,Rail Fence
foinvqlet gmrgpriedu,wjzuphgva admxwlzzub,rvrhu,Vigenère
wtfekvbcaam ovekce f,dguvpeyxzzn levpxv u,None,Atbash
rivyvckrkyfld myvnpp,zeryrqazayxlb wyrhdd,"(11, 20)",Affine
tpiahpdxsmlhu tlqyfn,gcvnucqkfzyuh gydlsa,None,ROT13
 wsma  qctkepiyjsoki, lxpz  dtuvngbfyxjvb,"(23, 25)",Affine
deyu e euywnuvxvdtjn,axuaqhrcolaaypvrqnek,xtwgd,Autokey
wiisbt obppryayggmvh,jvvfog boccelnlttziu,None,ROT13
 xz qbukjcjszrfrpfea, ca jyfpqxqhaiuikuvz,None,Atbash
vivlcvgifsohiaykhmjx,wlcxcwjprspkpmylktvx,bdhma,Vigenère
fenqqcjxnrlcllvhlrzq,sraddpwkaeypyyiuyemd,None,ROT13
xostylpbjlmf xdinono,clhgbokyqonu cwrmlml,None,Atbash
zdbjrgfs j xmrtjqzlq,mqowetsf w kzegwdmyd,None,ROT13
piumkmbpqvfvcagxgxat,cvhzxzocdisipntktkng,"(1, 13)",Affine
jsovjhw  nvquhwkqzbr,ujlouih  soxvihnxmyq,"(19, 5)",Affine
ilwp srmyqwroojivaqb,hbis elwktilrrghoytm,ymnqujvchgdbwarstlepxoizkf,Substitution
adnhdzryijukzwfhjrme,uhybhzulpmtbxeobtqij,uelue,Autokey
eakxyrq plcymkkvjxeq,vzpcbij koxbnppeqcvj,None,Atbash
dzoeczxdk oe qgobylj,dkbzd oyoxoglezeqjc ,5,Rail Fence
va xhcsofnyywhmuemwk,ez csxhlumbbdsnfvndp,None,Atbash
mqxjvgzqeyynqllbgv b,cgnzlwpguoodgbbrwl r,16,Caesar
kncndfzrkdodjtmwtspx,xzrjrslggrbpypajfhll,nmpwo,Vigenère
zllnmgrobbrgybuwiwtb,oaacbvgdqqgvnqjlxliq,15,Caesar
f mbjmyxfiznzgrtfqim,d vwwywgavllibefdzdz,yjvnm,Vigenère
rtnhkhnmqhdctgzrpxgp,dmwvyygzxrkpfwgurqmo,mtjoo,Autokey
 jwrcmegqbjzmxkntedj, ylgrbtvfqyobmzcitsy,15,Caesar
swxzzviwllkdmmfmhdnb,auzjjpcurrmdwwnwxdbt,"(5, 14)",Affine
z tgq gj ldafcoglrii,uttgzmtctbqgopzjlwkw,vgaaj,Autokey
vsqmfwdheudgzlb imgl,ifdzsjqurhqtmyo vzty,None,ROT13
gbvedfshjuwtlwmlcczw,toirqsfuwhjgyjzyppmj,None,ROT13
xosyytymwxrqlfllyrrc,rplnanzflzlreunfzkge,ubtpc,Vigenère
dhtyxu qprndgrlcanti,ptfkjg cbdzpsdxomzfu,12,Caesar
a edcoachiwludchbqss,ecyhhongkkklwkkdmkvu,epuef,Autokey
dujbmqey oascpkyacps,qhwozdrl bnfpcxlnpcf,None,ROT13
xaublmhllgukhokhqnf ,bazexfgxxizlgdlgpov ,aehkqvigtjlxfodypmuszncbwr,Substitution
dwthfgeff ngycuqobzh,qjgustrss atlphdbomu,None,ROT13
mhjvyxmboyzjghgitdut,nuqhrzneirgqdudftwct,yekwlmdufqspnxiaovjtchbzrg,Substitution
hnsinkcraukwqfsmixps,xvcovwqlikwsupceojdc,"(17, 8)",Affine
tpqpqvlljdwyznyaayru,cyqyqtnnbzsarpammaog,mkvzlfdwxbhnepuyqojcgtsiar,Substitution
cvy iokfcwspqpjbmgbe,pil vbxspjfcdcwoztor,None,ROT13
hrrchomxsnqssqavzfqf,gqqbgnlwrmprrpzuyepe,25,Caesar
 bdvxujzyehllnfsomns, mogifukjpswwyqdzxyd,11,Caesar
snlfqhquc dlbhobzbqk,qhtdcrcei ptbrobnbcm,"(7, 20)",Affine
flsakfedpktreyecdkrf,rsbxortnlokmtdtgnomr,xqgntrfpiwosezclhmbkyvjuda,Substitution
dhukmsnhgveyria  lxy,dmgr hkshvyi lyuneax,3,Rail Fence
riezadrj jfzybwlru v,irvazwiq quabydoif e,None,Atbash
lvmgjsxnhazkekrx agy,yiztwfkaunmxrxek ntl,None,ROT13
et  knfqhicdqxqzp qm,hw  nqitklfgtatcs tp,3,Caesar
vgzuhbg jzjkvtmchafc,pqnwjzq vnvopdasjgxs,"(19, 6)",Affine
ybjmwwwqaczuyi sfdxu,lowzjjjdnpmhlv fsqkh,None,ROT13
jsmwhffiksgqrispduan,iozyqoxugzlvzskvtlif,zwncj,Autokey
crdghfewuginjavrwtrk,tiuxywvnlxzearminkib,"(1, 17)",Affine
rmjyntsr obmkdelnvhk,idxubkealbuebqsmzfko,rrowo,Autokey
lyzcuut xqpmqvezjjwm,obaxffg cjknjevaqqdn,None,Atbash
qlt ryjyatmgwdtlivhq,oyvioournkkpudmxorkj,yncvx,Autokey
h qolfqvpqfryl zahic,l cehncxdcnbuh tslkq,"(25, 18)",Affine
rhsyomruzyiszpkkjjkb,ntcouqngdoicdjmmxxmh,"(15, 18)",Affine
taentfx ca syeuhndlc,jakryvx ie xoealstli,qagef,Vigenère
zoqijdyjksmehrdmmvjm,shjbcwrcdlfxakwffocf,19,Caesar
upnubelqyjexmbqvwpja,fdwekpzzisplvlzgkytj,lojkj,Vigenère
igitmirdjbnwyxxuh im,vtvgzveqwoajlkkhu vz,None,ROT13
plawktrxypdjgifnjuqe,vwnwizckynjutidtuhqc,glnay,Vigenère
pfmkgqcbskyxlqdfzgwf,mcjhdnzyphvuinacwdtc,23,Caesar
rme usys zreliyzaxml,eebqmjkwatjcdvxqeiuj,nsxds,Autokey
zonidfcihgsjrcqbejau,almrwuxrsthqixjyvqzf,None,Atbash
cwkcxxpzssqjwbsopipt,cxswpwcxzsjboitkpqsp,3,Rail Fence
nkyfkfllalglrxqoiaof,axlsxsyynytyekdbvnbs,None,ROT13
vtdjqxrlxuuarhsmidxq,iqcepaywazzbymhfvcap,"(9, 1)",Affine
ztafzxdh ngmezovdtde,mgnsmkqu atzrmbiqgqr,None,ROT13
xbdkqddbvwgqfrygcgib,dlpqcpplzoictrsiaiml,"(15, 22)",Affine
nfzvlhffilafdmcuhggq,gwzehukedwhkiunumjss,trajw,Autokey
fmxnemousvad huebivu,rsbhcswiexun vicjkxi,"(15, 20)",Affine
irvsvfgltjmbqlujvbeb,vkyuypaozltrjoblyrhr,nrfehpadvlxotwcsjkuzbyigmq,Substitution
ukzutakjxivbfqzfajgc,wagmqcaqpfxrmiwhqqyz,cqhsx,Vigenère
gydzdmlddjwhacmtnknl,tlqmqzyqqwjunpzgaxay,None,ROT13
phorwfdqkpshqxzgrlus,yavetuobjyhabwcxemnh,"(3, 5)",Affine
mzrarhbrixzrlrqfv do,aqlkdvslsjnifbctm xy,orukm,Vigenère
biikwdrvycnbrzpcckrt,ipprdkycfjuiygwjjrya,7,Caesar
adiiokuykescvpujmdqj,meuawkxgsscwtzyboyfd,mbmsi,Autokey
